博主,id,时间,来源,收藏,转发,评论,点赞,艾特,标签,内容
player20210110,6666773021.0,04月12日 16:08,360安全浏览器,,,,,,-,某松鼠会又开始活跃起来了 ​
龙天一草,2166905072.0,04月12日 22:18,微博 weibo.com,,,,,,-,"赵立坚回应日本拟决定核废水排海东南网发布时间: 04-1215:46福建日报旗下帐号外交部发言人赵立坚4月12日说,国际舆论对日方拟决定核废水排海高度关注,普遍表示质疑和反对。日本国内也有不少强烈反对意见。我注意到日方经常要求他国履行国际责任,现在国际社会都在看着日方,日方不能视而不见、听而不闻。中方已通过外交渠道向日方表明严重关切,要求日方切实以负责任的态度,审慎对待福岛核电站核废水处置问题。 收起全文d"
独留那道泪痕,7588690125.0,04月12日 17:58,Android,,,,,,#日本核废水可致癌致畸致突变#】4月9日，日本政府基本决定将福岛核污水排入大海。12日，日本首相菅义伟表示，解决东京电力公司福岛第一核电站中不断增加的核污水一事，已经是“不能推迟”的课题。郑州大学教授李顺义指出，核废水排入大海以后，首先会影响到周边国家，然后经过海洋的大洋环流，十年以后，整个太平洋将会受到全部的污染。它如果存在人的体内，就可能导致“三致”，致癌致畸致突变，对人的遗传基因有重大的影响。#日本称处理福岛核污水不能推迟##外交部回应日本拟决定核废水排海#,【专家： L大参考的微博视频 2临沂 收起全文d
凌度空间2589,2390478764.0,04月11日 20:40,iPhone 11 Pro Max,,,,,,-,可能有小伙伴不知道，福岛核电站跟切尔多贝利一样，都是最高等级的核事故，7级，而且相比较而言，日本那个缺德的多的多，断子绝孙那种缺德。这次说要把废水排入太平洋，其实不是第一次说，好几次了，考虑到最晚2022年那些废水没地方放了，所以他们要反复提，直到大家骂不动了，然后他们偷摸把水倒掉，就这么一堆小机灵缺德鬼。 还好那玩意会先跟着洋流去美国，咱们影响不大，心情多少能好点。 收起全文d
股坛先机,7511799576.0,04月12日 22:18,微博 weibo.com,,,,7.0,,-,今天炒得非常火热的核废水...其实也算是碳中和吧，不过明天就内阁开会了，回避呗！据报道，日本政府将于4月13日举行内阁会议，正式决定向海洋排放福岛核电站含有对海洋环境等有害的核废水。中国外交部发言人赵立坚就此表示，为维护国际公共利益和中国人民健康安全，中方已通过外交渠道向日方表明严重关切，要求日方切实以负责任的态度，审慎对待福岛核电站核废水处置问题。妥善处置福岛核电站废水问题，关系到国际公共利益和周边国家切身利益。 收起全文d
论咸鱼日常的表现形式,6066984111.0,04月12日 22:18,微博国际版,,,,1.0,,#外交部回应日本拟决定核废水排海#, 毁灭吧，烦了不给邻居添麻烦，但是可以给邻国添麻烦，会做垃圾分类，但是不会把自己这个有害垃圾处理了吗？你们立本zf不会又鞠躬抹泪土下座吧 ​
a平安健康是每个人的希望,6664325012.0,04月12日 22:18,荣耀7A 全屏 人脸识别,,,,1.0,,#菅义伟回应福岛核污水排入大海#, 被骗了这么多年日本马桶水干净可以喝，这一次说啥都不会相信日本核废水经过处理安全无污染可以排放到海洋里，还想要再骗中国人多少年？ ​
DeAr_MoNiCa___,1895661827.0,04月12日 22:18,iPhone客户端,,,,,,#日本政府决定将核废水排入大海#, 人性毁灭+道德沦丧 ​
wb傻b真多,5511655753.0,04月09日 17:27,帝吧超话,,,,,@日本国驻华大使馆,#日本政府基本决定将福岛核污水排入大海#,日本一再鼓吹他们即将释放到太平洋的福岛核废水是处理过的、安全的，那为什么不把这些水接到自来水管道上呢？排到日本岛上的江河湖海里不行么？123万吨核污水可能会给太平洋和沿岸国家带来非常大的环境影响，自己造的孽鞠一下躬就要让我们来分担@日本国驻华大使馆 ？ 收起全文d
悪Panda,1747908450.0,04月12日 09:52,微博视频号,,,,,,#日本福岛民众举行集会反对政府排核污水入海#,【】当地时间11日下午，来自日本福岛县各地的民众，在磐城市小名浜港附近举行集会，反对政府将核污水排入大海。他们打出了“反对含氚废水排入海洋”，“海洋在哭泣、鱼类在哭泣、地球在哭泣”等标语，表达了守护大海的决心。据悉，自2011年至今，福岛核电站上千个大型储水罐中，已储存超过125万吨核污水。目前，福岛每天产生约140吨核污水，预计到2022年，核污水将达到137万吨水箱容量的极限。L微丢的微博视频 收起全文d
用户6996907683,6996907683.0,04月12日 22:17,学习强国客户端,,,,,,-,日本拟决定核废水排海 外交部：中方已表明严重关切 O网页链接 ​
风一样自在a,1109560114.0,04月11日 18:21,微博视频号,,,,,,-,日本核废水57天就污染整个太平洋：日本福岛核废水进入太平洋，会有怎样的变化？这是德国一个电脑模拟图。日本不愿意出钱搞核废水净化，而直接以邻为壑，祸害太平洋为主。对外投靠美国等盎格鲁撒克逊集团，成为美国人狗腿子而避免他们掌控的媒体批评。日本人就这么应对，这个国家真是没有底线。 LHW前HR的微博视频 收起全文d
红香绿蜡是棵树,5200575193.0,04月12日 12:00,微博 weibo.com,,,,,,-,【中韩反对日本将核处理水排海】中国方面提出，日本应在与周边国家充分协商的基础上慎重决策。韩国一地知事曾显示出将向国际法院起诉日本政府的想法…… O中韩反对日本将核处理水排海 ​
十日蝶,5405211079.0,04月12日 22:17,沙发里的Android,,1.0,,,,-,新发掘的乐队，歌好听专辑封面也好漂亮，色彩斑斓🌈就和他们的歌一样的轻松欢快不过我现在的心情可一点也不轻松一想到日本要把核废水排到太平洋里，我就焦虑死了，以前觉得就算环境再差，地球毁灭也轮不上我担心，但现在确切的可预见的危害就在眼前，自己除了口头上抵制什么也做不了，无力又令人抓狂！ 收起全文d
用户5175865279,5175865279.0,04月12日 22:16,iPhone客户端,,,,,,-,日本拟决定核废水排海 外交部：中方已表明严重关切 O网页链接 ​
沈阳沈北公安,2055196245.0,04月12日 22:16,微博视频号,,,,1.0,,#日本称处理福岛核污水不能推迟##外交部回应日本拟决定核废水排海#,中方再回应“日本要将核废水排大海”：此事关系重大，已向日方表明严重关切，要求日方审慎对待。（新华每日电讯） L中国反邪教的微博视频 ​​​
ssai峰峰,5822431867.0,04月12日 22:16,哔哩哔哩移动客户端,,,,,,#bilibili#,日本政府决定福岛核废水直接排入大海！断子绝孙，祸害全人类、福岛核事故的来龙去脉 UP主: 磊哥聊政经 O日本政府决定福岛核废水直接排入大海！断子绝孙，祸害全人类、福岛核事故的来龙去脉 (哔哩哔哩客户端下载 O网页链接) “第一代人排放然后鞠躬道歉；   第二代说这是上一代的事情，我们没理由替他们背锅；   第三代说我们从来没听过这种事情，历史书上没有，这是瞎编乱造的” 收起全文d
乐先生2021,7506520097.0,04月12日 22:16,HUAWEI P40 Pro+ 5G,,,,1.0,,#菅义伟回应福岛核污水排入大海#,美国说过以后为水资源开战，那就是美国操纵日本核废水排入海洋，迫使各国都买美国自来水赚钱。美国太坏了  ​ 2吉林市 ​
上课的铃声很闹心,7586983543.0,04月12日 17:58,Android,,,,,,#日本核废水可致癌致畸致突变#】4月9日，日本政府基本决定将福岛核污水排入大海。12日，日本首相菅义伟表示，解决东京电力公司福岛第一核电站中不断增加的核污水一事，已经是“不能推迟”的课题。郑州大学教授李顺义指出，核废水排入大海以后，首先会影响到周边国家，然后经过海洋的大洋环流，十年以后，整个太平洋将会受到全部的污染。它如果存在人的体内，就可能导致“三致”，致癌致畸致突变，对人的遗传基因有重大的影响。#日本称处理福岛核污水不能推迟##外交部回应日本拟决定核废水排海#,【专家： L大参考的微博视频 2临沂 收起全文d
用户7367182370,7367182370.0,04月12日 22:16,学习强国客户端,,,,,,-,日本拟决定核废水排海 外交部：中方已表明严重关切 O网页链接 ​
山东政法学院团委,2593543964.0,04月12日 22:16,山东政法学院超话,,,,,,#屾屾说事儿# 日本将把核污水排入大海，菅义伟曾拒绝饮用“经过稀释后能喝”的核废水...（央视网快看）#菅义伟回应福岛核污水排入大海##鲁团分享#, L青春山东的微博视频 ​​​
上课的铃声很闹心,7586983543.0,04月12日 18:49,Android,,,,,,#日本民众反对政府将核废水排海#,【】4月12日中午，约百名日本普通民众在首相官邸前集会，反对日本政府计划在13日正式决定向海洋排放福岛核电站含有对海洋环境有害的核废水。他们手持“不要把放射性污水排入海洋”“不要让污水污染海洋”“反对将核废水排海”等标语，要求日本政府和东京电力公司承担起责任，不要作出把核废水排海的决定。（人民日报记者刘军国） 2临沂 收起全文d
莆田黄继荣,2455984271.0,04月12日 22:16,iPhone客户端,,,,,,-,丧心病狂！日本决定将福岛核废水排放太平洋，这或将影响每一个人O丧心病狂！日本决定将福岛核废水排放太平洋，这或将影响每一个人 ​
阮向荣,1261067144.0,04月12日 22:16,iPhone客户端,,,,2.0,,#菅义伟回应福岛核污水排入大海#,不断增加的核废水？不解决源头问题直接排放？ ​
省钱喵w,2364886473.0,04月12日 22:16,华为麦芒5,,,,,,#日本核废水可致癌致畸致突变#,你特么的不想活 我还想活呢 之前都说日本很环保很注意环境 又是回收垃圾 又是处理的 我也再尝试接受这个国家 没想到骨子里还改不了这种臭毛病 2鞍山 ​
VamosM_Leo,3735290384.0,04月12日 17:46,微博 weibo.com,,,,,,#日本民众反对政府将核废水排海#,【】4月12日中午，约百名日本普通民众在首相官邸前集会，反对日本政府计划在13日正式决定向海洋排放福岛核电站含有对海洋环境有害的核废水。他们手持“不要把放射性污水排入海洋”“不要让污水污染海洋”“反对将核废水排海”等标语，要求日本政府和东京电力公司承担起责任，不要作出把核废水排海的决定。（人民日报记者刘军国） 收起全文d
冬眠的大浣熊,5628362641.0,03月22日 14:14,微博 weibo.com,,,,,,-,3月18日，日本政府决定采取新的边境防控措施。国际人员往来的阶段性措施（「B通道」和「R通道」）、来自所有国家・地区的新规入境等将在当前一段时间内继续暂停。有关新措施的详情请参考我馆官网→O网页链接 ​
邹城环境,3978199556.0,04月12日 22:03,微博视频号,,,,,,#日本核废水可致癌致畸致突变#】4月9日，日本政府基本决定将福岛核污水排入大海。12日，日本首相菅义伟表示，解决东京电力公司福岛第一核电站中不断增加的核污水一事，已经是“不能推迟”的课题。郑州大学教授李顺义指出，核废水排入大海以后，首先会影响到周边国家，然后经过海洋的大洋环流，十年以后，整个太平洋将会受到全部的污染。它如果存在人的体内，就可能导致“三致”，致癌致畸致突变，对人的遗传基因有重大的影响。#日本称处理福岛核污水不能推迟##外交部回应日本拟决定核废水排海#,【专家： L大参考的微博视频 收起全文d
Danniuuu,5216411097.0,04月12日 21:40,微博 weibo.com,,,,,,#v光计划#, 这是IAEA4月2日对日本福岛废水的评估报告，链接：O网页链接。图四是报告的摘要版，提到了主要的发现和建议：上面一段是所谓“同意”的来源，就是在技术原理上的同意；下一段是实践层面，IAEA既没有权限也没有兴趣直接给日本政府背书，大致机翻见图六，关键词是所有利益相关者 ​
被风吹散的萝卜兔,2102502042.0,04月12日 20:09,微博国际版,,1.0,,1.0,,#日本核废水可致癌致畸致突变#影视作品中，日本人总是在反思对自然的破坏。影视作品外，“我们决定往海里排核废水啦，污染到你们真是不好意思啦”。奥特曼也许是虚构的，但怪兽却是真实存在的，就在这些人的心里。#暴走君聊天室#, ​
身意会盈歇,6125077332.0,04月12日 20:39,nova4自拍极点全面屏,,,,,,-,该账号因被投诉违反《微博社区公约》的相关规定，现已无法查看。查看帮助 https://kefu.weibo.com/faqdetail?id=13216
红尘中的那些事,1473261373.0,04月12日 22:14,微博 weibo.com,,,,2.0,,-,发布了头条文章：《日本排放核废水，美国为何装瞎？》  O日本排放核废水，美国为何装瞎？ ​
Zen_Zero,1726314081.0,04月12日 21:40,微博 weibo.com,,,,,,#v光计划#, 这是IAEA4月2日对日本福岛废水的评估报告，链接：O网页链接。图四是报告的摘要版，提到了主要的发现和建议：上面一段是所谓“同意”的来源，就是在技术原理上的同意；下一段是实践层面，IAEA既没有权限也没有兴趣直接给日本政府背书，大致机翻见图六，关键词是所有利益相关者 ​
淇葭,1822949710.0,04月12日 22:13,iPhone客户端,,,,1.0,,-,你以为日本鬼子是第一次排放核污染的废水吗？肯定之前偷偷往海里倒了好多次了，因为这个原因，小鬼子的吃的、化妆品类的早就不买了，最多只买买衣服和玩具。说实话，这种污染即使你不吃海鲜也不能避免了，反正小鬼子已经决心拉全世界人一起死，倭国早点爆炸毁灭吧。 ​
一路17389,5925316884.0,04月12日 22:13,OPPO随光而变R17,,,,,,#菅义伟回应福岛核污水排入大海#,我希望喝下核废水的是那些日本政客以及呼喊着核废水很安全的人(不是说全部日本民众，同时也指的是那些日吹！)一旦核废水排放了，这是全人类的事情！不要觉得自己离日本远就没事，过个几年，核废水都循环全世界了！内陆也会渗透，人类能活几代？几代过后还是现在的人类基因吗？ 收起全文d
Jenny在翻译,5896425429.0,04月12日 16:00,微博视频号,,,,1.0,,-,东日本大地震发生10年以来，日本全力推进灾区重建工作，同时致力于解决福岛第一核电站的问题。最近的情况究竟如何？戳视频了解一下↓日本今后将继续如实向国际社会说明有关福岛第一核电站的相关信息，希望大家基于科学知识和客观数据了解真实情况。 L日本国驻华大使馆的微博视频 ​
民工521,2914366071.0,04月12日 22:13,荣耀9青春版 全屏四摄,,,,1.0,,-,美国的生物实验室制造的病毒和日本的核废水入海是人类的灾乱，美日是人类的毒瘤，是魔鬼。 ​
real弥诺,5391264542.0,04月12日 21:58,微博 weibo.com,,1.0,,1.0,,-,6年时间海胆数量翻1万倍，美国西海岸的海藻森林几乎被吞噬殆尽！……在这危机时刻，科学家们想出一个妙计：各位，赶紧吃啊！！ ​
午夜暖茶凉又凉-FYJS,7188164456.0,03月22日 14:14,微博 weibo.com,,2.0,1.0,1.0,,-,3月18日，日本政府决定采取新的边境防控措施。国际人员往来的阶段性措施（「B通道」和「R通道」）、来自所有国家・地区的新规入境等将在当前一段时间内继续暂停。有关新措施的详情请参考我馆官网→O网页链接 ​
后山种花兔,6798064241.0,04月12日 16:08,360安全浏览器,,,,,,-,某松鼠会又开始活跃起来了 ​
静静的葫水,1959435551.0,04月12日 22:13,iPhone客户端,,,,1.0,@网易新闻客户端,#网易新闻#,//分享网易新闻:《终于明白：日本120万吨核废水污染太平洋，西方为何集体沉默？》 O终于明白：日本120万吨核废水污染太平洋，西方为何集体沉默？ @网易新闻客户端  ​
用户7128255018,7128255018.0,04月12日 22:13,学习强国客户端,,,,,,-,日本拟决定核废水排海 外交部：中方已表明严重关切 O网页链接 ​
山西教育靳,6556243966.0,04月12日 15:35,微博 weibo.com,,,,,@人民日报,#外交部回应日本拟决定排核废水入海#，#赵立坚称国际社会都在看着日方#,【】据报道，日本政府将于4月13日举行内阁会议，正式决定向海洋排放福岛核电站含有对海洋环境等有害的核废水。赵立坚：目前国际舆论对日方拟决定核废水排海高度关注，普遍表示质疑和反对。日本国内也有不少强烈反对意见。我注意到日方经常要求他国履行国际责任，现在国际社会都在看着日方，日方不能视而不见、听而不闻。此事关系重大，日方应对国际公共利益负责，这也是对本国民众利益负责。为维护国际公共利益和中国人民健康安全，中方已通过外交渠道向日方表明严重关切，要求日方切实以负责任的态度，审慎对待福岛核电站核废水处置问题。@人民日报 O网页链接 收起全文d
雨落静亭,3193468852.0,04月12日 21:58,微博 weibo.com,,,,,,-,6年时间海胆数量翻1万倍，美国西海岸的海藻森林几乎被吞噬殆尽！……在这危机时刻，科学家们想出一个妙计：各位，赶紧吃啊！！ ​
四川省崇州监狱,7046706509.0,04月12日 22:12,微博 weibo.com,,,,,@法治四川@四川监狱,#赵立坚回应日本拟决定核废水排海#】外交部发言人赵立坚4月12日说，国际舆论对日方拟决定核废水排海高度关注，普遍表示质疑和反对。日本国内也有不少强烈反对意见。我注意到日方经常要求他国履行国际责任，现在国际社会都在看着日方，日方不能视而不见、听而不闻。中方已通过外交渠道向日方表明严重关切，要求日方切实以负责任的态度，审慎对待福岛核电站核废水处置问题。详情↓#张警官分享##张警官说狱事儿#,【@法治四川 @四川监狱 ​​​​ 收起全文d
马上评,2036161077.0,04月12日 22:12,微博视频号,,7.0,3.0,8.0,,#菅义伟回应福岛核污水排入大海#日本这个国家不愧是“有小礼而无大义”，号称最爱干净的民族，干的总是最肮脏的事，这回真的连鞠躬都省了！菅义伟回应福岛核污水排入大海的意思很直白了：流氓大哥美国罩我们，西方媒体被我们重金买通了，周边国家外务省也安排妥妥的，你们奈我何？不愧是小日本，阴阳人属性未改，是真小人 #日本政府正式决定福岛核废水排海#, L马上评的微博视频 收起全文d
米渔78,1714509270.0,04月12日 21:40,微博 weibo.com,,,,,,#v光计划#, 这是IAEA4月2日对日本福岛废水的评估报告，链接：O网页链接。图四是报告的摘要版，提到了主要的发现和建议：上面一段是所谓“同意”的来源，就是在技术原理上的同意；下一段是实践层面，IAEA既没有权限也没有兴趣直接给日本政府背书，大致机翻见图六，关键词是所有利益相关者 ​
菲扬1225922011,1225922011.0,04月12日 18:34,微博视频号,,,,,,#菅义伟回应福岛核污水排入大海#,【：处理工作不能推迟】4月12日，日本首相菅义伟称，不能再推迟解决福岛核电站不断增加的核污水。他表示，将从科学角度说明排放方案，以便国内外对安全性问题达成理解。4月9日，据日本时事通讯社报道，日本政府基本决定将核污水排入大海，并将于13日召开会议宣布正式决定。 L世面的微博视频 收起全文d
十四划,1666872181.0,04月12日 16:08,360安全浏览器,,,,,,-,某松鼠会又开始活跃起来了 ​
午夜暖茶凉又凉-FYJS,7188164456.0,04月12日 22:11,微博 weibo.com,,5.0,1.0,3.0,,-,“只要你敢往太平洋排一滴核废水，就把你从‘不向无核国家使用核武器‘的国家列表里删除！” ​
难得有空2019,2490943652.0,04月12日 22:11,红米Redmi,,,,,,-,小日本又在做反人类的断子绝孙的坏事情，向太平洋排放福岛核电站的核废水，害人害己还害了自己的子孙后代。 2上海·崇业小区 ​
夕浅遗,5995879430.0,04月12日 22:11,荣耀20 PRO,,,,1.0,,#外交部回应日本拟决定核废水排海#,🐶日的东西。 ​
小太空和小鲨鱼,1914985457.0,04月12日 13:07,微博 weibo.com,,,,,,-,草，知日专家。 ​
z饭团娃儿---,2612491062.0,04月12日 22:11,学习强国客户端,,,,,,-,日本拟决定核废水排海 外交部：中方已表明严重关切 O网页链接 ​
初出茅庐的诸葛村夫,7349262200.0,04月11日 10:00,微博视频号,,,,,,#日本核污水57天将污染半个太平洋#】#日本核污水排入大海影响有多大#,【研究显示：从排放之日起 含有放射性物质的污水一旦被排入大海会造成什么影响？首先，日本太平洋沿岸海域将受到影响，特别是福岛县周边局部水域，之后污水还会污染东海。一家来自德国的海洋科学研究机构的计算结果显示，从排放之日起，57天内放射性物质就将扩散至太平洋大半区域，3年后美国和加拿大就将遭到核污染影响。 L央视网的微博视频 收起全文d
Abel-S,2702569413.0,04月12日 20:09,微博国际版,,,,,,#日本核废水可致癌致畸致突变#影视作品中，日本人总是在反思对自然的破坏。影视作品外，“我们决定往海里排核废水啦，污染到你们真是不好意思啦”。奥特曼也许是虚构的，但怪兽却是真实存在的，就在这些人的心里。#暴走君聊天室#, ​
风华一指流砂w,5516681669.0,04月12日 22:10,HUAWEI Mate 20,,,5.0,9.0,,-,如果日本真把核废水倒入太平洋怎么办？为什么没人管？以后海盐海鱼还敢吃吗？ L风华一指流砂w的微博视频 ​
荒凉52494,5643817039.0,04月12日 22:10,学习强国客户端,,,,,,-,日本拟决定核废水排海 外交部：中方已表明严重关切 O网页链接 ​
就一普通yin,6981185253.0,04月12日 22:10,老龚女票的Android,,,,2.0,,#日本核废水可致癌致畸致突变#,日本你不干人事啊真是没有底线 ​
Sss-TAR,1788068357.0,04月12日 22:10,iPhone客户端,,,8.0,2.0,,#菅义伟回应福岛核污水排入大海#,，讲一个更恐怖的事：含氘核废水（重水）和普通水理化性质一模一样，都会蒸发，会形成水蒸气，会形成云，会下成雨，会变成淡水………… ​
蓝疆之智,6871781470.0,04月12日 22:10,学习强国客户端,,,,,,-,日本拟决定核废水排海 外交部：中方已表明严重关切 O网页链接 ​
江月万里波,7520768596.0,04月12日 22:10,微博 weibo.com,,2.0,3.0,9.0,,#菅义伟回应福岛核污水排入大海#,扯2句鬼子那个废水首先声明，不是洗地，也不支持鬼子【说排就排】。但是，没有调查就没有发言权，谈污染，一要看啥物质，二要看含量多少。我也不是专家，我胡说，你瞎听。······································································；第一，污水来源多：这个事已经很久了，从11年出事之后，各种方法给堆芯冷却灌进去很多水，后来因为各种地表与地下（裂隙，地震闹得）水不断往里灌，是整个厂区都在不断产生废水，而且这些水从不同地方被抽出来，堆芯，厂房，料池，地面·········。第二、不同来源处理方式不一样，比如普通的流经厂区地面的雨污，和出事那几个堆厂房里的肯定不一样。第三，原子能机构一直在现场，【指导】鬼子进行处理，收集起来的污水经过了1级2级处理后，放到罐子里去存放，也就是说，罐子里的水，是稍微干净的。第四，我记忆中罐子大概是147万吨的容量，计划22年9月份到期（满了，没地方搁了）。第五，排放入海，是把罐子里的水，经过再次处理后，去除其中混杂的放射性同位素，然后排放，东电列了62种需要移除的同位素。【这是最猫腻的地方，虽然原子能机构在那，但是处理工艺，处理标准，处理执行都还得打问号，万一鬼子又弄个高标准，然后闭着眼瞎JB干，最后一撅屁股认个错，那就粗大事了】第六，如果你们E文很牛X，容我先自卑5分钟，可以去鬼子经济产业省的官网看，O网页链接The Advanced Liquid Processing System (ALPS)，O网页链接·······························································；经过ALPS处理后，有报道说只是含氚（H3）超标。【这玩意相对危害低············】第七，排放入海，不是一下子掀开盖子全倒进去，那特么还稀释个P。不过到底是含放射性物质的玩意，最终危害性有多大，难说。地球海洋的自净能力虽然强大，但也不给各种【核事故】填坑用的。八卦一个，比基尼那爆了67颗核弹（1946年到1958年间），最大一次当量1500万吨。要论邪恶，美帝排第一。···························································；图2就是罐子区，堆满了，密集恐惧症不要看图 收起全文d
没错我就是唐伯虎,1278257214.0,04月12日 21:40,微博 weibo.com,,,,,,#v光计划#, 这是IAEA4月2日对日本福岛废水的评估报告，链接：O网页链接。图四是报告的摘要版，提到了主要的发现和建议：上面一段是所谓“同意”的来源，就是在技术原理上的同意；下一段是实践层面，IAEA既没有权限也没有兴趣直接给日本政府背书，大致机翻见图六，关键词是所有利益相关者 ​
迈克吉祥妈咪,6319560808.0,04月12日 22:09,iPhone客户端,,,,,,-,日本拟决定核废水排海 外交部：中方已表明严重关切 O网页链接 ​
余归零,2797502182.0,04月12日 21:40,微博 weibo.com,,,,,,#v光计划#, 这是IAEA4月2日对日本福岛废水的评估报告，链接：O网页链接。图四是报告的摘要版，提到了主要的发现和建议：上面一段是所谓“同意”的来源，就是在技术原理上的同意；下一段是实践层面，IAEA既没有权限也没有兴趣直接给日本政府背书，大致机翻见图六，关键词是所有利益相关者 ​
拥有万千墙头的毛毛,5891308027.0,04月12日 21:58,微博 weibo.com,,,,,,-,6年时间海胆数量翻1万倍，美国西海岸的海藻森林几乎被吞噬殆尽！……在这危机时刻，科学家们想出一个妙计：各位，赶紧吃啊！！ ​
fall_breeze,1999831031.0,04月12日 21:40,微博 weibo.com,,,,,,#v光计划#, 这是IAEA4月2日对日本福岛废水的评估报告，链接：O网页链接。图四是报告的摘要版，提到了主要的发现和建议：上面一段是所谓“同意”的来源，就是在技术原理上的同意；下一段是实践层面，IAEA既没有权限也没有兴趣直接给日本政府背书，大致机翻见图六，关键词是所有利益相关者 ​
无殇29284,6035803987.0,04月12日 22:09,学习强国客户端,,,,,,-,日本拟决定核废水排海 外交部：中方已表明严重关切 O网页链接 ​
遂昌快活林,1908417784.0,04月12日 22:09,微博 weibo.com,,,,2.0,,-,日本拟将核废水排海引发质疑、核处理行业受到关注中广核技（000881）海伦哲（300201）据报道，日本政府将于4月13日举行内阁会议，正式决定向海洋排放福岛核电站含有对海洋环境等有害的核废水。中国外交部发言人赵立坚就此表示，为维护国际公共利益和中国人民健康安全，中方已通过外交渠道向日方表明严重关切，要求日方切实以负责任的态度，审慎对待福岛核电站核废水处置问题。妥善处置福岛核电站废水问题，关系到国际公共利益和周边国家切身利益。中广核技（000881）-2.29%拥有处理核电站放射性废水的无机吸附剂技术；海伦哲（300201）+3.96%拥有核生化应急救援和洗消设备、危化品事故应急救援装备产品。 收起全文d
品稻,2175054297.0,04月12日 22:08,iPhone客户端,,,,,@iDaily每日视野,-,"April 12, 2021 - 俯瞰福岛第一核电站的核污水储存设施。日本政府计划4月13日召开内阁会议，预计正式决定将福岛第一核电站的核污水排放入太平洋海域。福岛核废水中含有无法消除的放射性同位素「氚」。日本承诺在排放前将污水中的放射性物质浓度稀释至国际 @iDaily每日视野 O网页链接 ​"
苦涩橄榄树,3272857754.0,04月12日 15:51,微博视频号,,,,,@中国三农发布@中国三农发布,#日本倾倒核废水可能危及国人餐桌#】最近几天，日本政府打算向太平洋排放123万吨核废水的消息，遭到世界各国尤其是周边各国的谴责。德国海洋研究机构判断说，核污水入海57天可污染大半个太平洋。如此多的核污水如果真被倒进太平洋，作为日本邻国的中国还能不能愉快地吃海鲜？ 2011年，日本福岛核电站因大地震发生泄漏事故，为了给核反应堆降温，日本采用了水冷却的办法，由此产生大量核废水。快10年过去了，储水设备即将装满，日本计划逐步向太平洋排放核废水。 @中国三农发布 关心的是，排入太平洋的核废水会流到哪里？会对海洋生物和人造成什么样的影响？ 先说流向。日本东海岸有日本暖流，它会源源不断把日本排泄的污水汇入北太平洋暖流，洋流会带着污水在整个北太平洋循环，沿岸国家和地区有十余个，不算中国，人口就已经是10亿量级的。而且，核废水会顺着洋流在北太平洋绕一圈，最后也会到达我国台湾地区附近。 再说影响。有人说，海洋实在太大，海水的量实在太多，稀释能力超强，大海会很快“消化”掉这些核废水。实际上，这些含有放射性物质的核废水和普通工业废水不一样，即使在海洋里扩散稀释，它们的半衰期依然有几十年、甚至几百上千年。这也就意味着，核污染不可能轻易散去，海洋生物会遭到辐射污染。动植物受到辐射，不少都会产生变异，有些还会大范围消失。加拿大已经在其西海岸的三文鱼身上检测到铯-134放射性元素，说明日本福岛核污染已经扩散到北美地区。在美国夏威夷海域，放射物含量的水平已经达到先前的两倍。如果海洋生物遭到污染甚至毁灭，人类也会因为食用这些鱼类，将面临巨大的健康风险。环保组织甚至发出警告，污水中的辐射物会影响人类的DNA，下一代也很可能会畸形、残疾、癌变、夭折，而这种基因损害会持续数千年。 对我们国家来说，很难独善其身。当核废水顺着洋流走向全球，全世界渔业都会受到影响。虽然很多人认为洋流走向，中国海域受的影响很小，但是要知道，环太平洋是我国远洋渔船前往的主要渔场，最近五六年我国远洋渔获总量都维持在200万吨左右，几乎三分之二都是在环太平洋捕捞的。可见，整个太平洋的安全，与我国渔业息息相关。 而且可怕的是，日本可能把核废水排放当做一项“持续性”工作，排放时间可能长达三十年。如果日本开了这个先河，以后就会有无数吨废水垃圾流入大海。 现在，周边国家敦促日本政府深入评估福岛核污水处理方案可能带来的影响，在与周边国家充分协商的基础上慎重作出决策。最好的办法，就是全世界核专家组成调查团，赶赴日本福岛，一起商讨核废水的处理方法。——@中国三农发布 评论员 #核污水入海有多可怕# #日本称处理福岛核污水不能推迟#,【三农快评  L中国三农发布的微博视频 收起全文d
苦涩橄榄树,3272857754.0,04月12日 16:06,微博视频号,,,,,,#日本核废水可致癌致畸致突变#】4月9日，日本政府基本决定将福岛核污水排入大海。12日，日本首相菅义伟表示，解决东京电力公司福岛第一核电站中不断增加的核污水一事，已经是“不能推迟”的课题。郑州大学教授李顺义指出，核废水排入大海以后，首先会影响到周边国家，然后经过海洋的大洋环流，十年以后，整个太平洋将会受到全部的污染。它如果存在人的体内，就可能导致“三致”，致癌致畸致突变，对人的遗传基因有重大的影响。#日本称处理福岛核污水不能推迟# #外交部回应日本拟决定核废水排海#,【专家： L大参考的微博视频 收起全文d
某7-三眼恐龙虾,1908123857.0,04月12日 13:07,微博 weibo.com,,,,,,-,草，知日专家。 ​
亮子199712,5413411117.0,04月12日 22:08,学习强国客户端,,,,,,-,日本拟决定核废水排海 外交部：中方已表明严重关切 O网页链接 ​
