博主,id,时间,来源,收藏,转发,评论,点赞,艾特,标签,内容
爱鞠祎生祎世-,7459950504,04月14日 22:49,华为Ascend Mate7,,,,,,#日本政府正式决定福岛核废水排海#,O网页链接 虽然外交部发言越来越强烈了，但最终只是反对，没有阻止，更可悲的是国内公众人物不但不反对反而还出来跪舔，这是今年第三毁 ​
再現-明軒,2302932331,04月14日 17:19,微博视频号,,,,,,#赵立坚说请日本官员先喝核废水#】#日本副首相称喝处理核废水没事#,【，赵立坚：那请他喝了再说！ L央视新闻的微博视频 ​
在你在的太阳系,2568824320,04月13日 19:25,微博 weibo.com,,,,1,,#多方表态反对日本核废水入海#】日本政府正式决定向海洋排放福岛第一核电站核废水。绿色和平组织核专家提醒，日核废水所含碳14在数千年内都存在危险，并可能造成基因损害。核废水处置问题事关国际海洋环境、食品安全和人类健康，各方严重关切↓↓#专家提醒日核废水可能造成基因损害#,【反对一倒了之！ ​
玉源有关,6982952756,04月14日 22:49,喜欢圆圆的Android,,,,1,,#赵立坚说请日本官员先喝核废水#,日本多喝点   一日三餐都用核废水 ​
小昕爱喝牛奶,5637232577,04月14日 17:19,微博视频号,,,,,,#赵立坚说请日本官员先喝核废水#】#日本副首相称喝处理核废水没事#,【，赵立坚：那请他喝了再说！ L央视新闻的微博视频 ​
王玉洁爸爸就是我,6512195251,04月14日 22:49,iPhone客户端,,,6,2,@王玉洁的妈妈2014不要脸,-,我命令你和任豪一起喝完日本核废水@王玉洁的妈妈2014不要脸 ​
你好好想想FM,6037326420,04月14日 22:49,华为手机 畅享玩不停,,,2,,,#赵立坚说请日本官员先喝核废水#,说的好！ ​
楚辞醉秦辞醒,7479038726,04月14日 22:49,微博搜索,,,,,,#任豪回应#,他脑子是不是有病，就算要帮忙，也是日方请求，而且给弄个大罩子 ，这个反应堆需要海水冷却 一直都是要排核废水，罩你🐴呢 沙雕 ​
桂哥猎手VIP777,1640489733,04月13日 22:34,微博视频号,,,,1,@外交部发言人办公室@赵立坚个人微博,#外交部回应美方支持日本核废水入海#,【美国真是个肮脏的国家，既然美国觉得日本的核废水安全，那么，请日本将核废水运到美国西海岸内，进行全部的倾倒，美国那么放心这么“符合安全标准的核废水”，想必是不会有任何反对，反而是支持的吧！】【评】：美国真是个肮脏的国家，既然美国觉得日本的核废水安全，那么，请日本将核废水运到美国西海岸内，进行全部的倾倒，美国那么放心这么“符合安全标准的核废水”，想必是不会有任何反对，反而是支持的吧。@外交部发言人办公室 @赵立坚个人微博 ===========================================【】今天，外交部发言人赵立坚表示，日本福岛核电站事故核废水处置问题，事关国际海洋环境、食品安全和人类健康。国际权威机构和专家明确指出，福岛核电站含氚废水排入海洋，将对周边国家海洋环境和公众健康造成影响。同时，现有经过处理的废水中仍含有其他放射性核素，需进一步净化处理。“美方向来重视环境问题，希望美方在真正的环境问题上对事不对人，不要让这个重视，被打上引号。”（总台央视记者申杨 张熙）转自：L央视新闻的微博视频 收起全文d
第十日·,7354070142,04月14日 18:49,荣耀 Play4T Pro,,,,,,-,现在脱粉实时，一半是任豪粉丝正在脱粉，另一半是庆幸自己脱粉的早…… ​
陇南宕昌赵文明,5100009622,04月14日 22:49,百度极速版,,,,,,-,《史无前例！一图看懂日本核废水排海危害》有事搜一搜，没事看一看O史无前例！一图看懂日本核废水排海危害 ​
博君一肖并肩与雪山只巅,6023894132,04月14日 22:49,OPPO R11 Plus,,,,,,#赵立坚说请日本官员先喝核废水#,让日本人先喝两年 ​
用户6990113730,6990113730,04月14日 22:49,OPPO A8,,,,,,-,核废水可以建立一个水处理池，可以循环往复，可以用水葫芦和电磁偏离装置，对金属离子和粒子进行分离，如果技术成熟，植物可以直接吸收核粒子，那么净化后的水不但可以饮用，而且水质比自来水还好。还可以产生效益，解决了资金问题。我推测技术已经完成，日本政府可以和中国政府开展合作，相关技术文件和样品可以先行提交，但为防止泄密，引发不必要的麻烦，可以先在国内选址供国际合作示范。可以化解水源危机。此事一定要安排好，并且要严格保密，损人不利己的问题始终要牢记。巴别塔的教训应该吸取了。可以先帮印解决此问题，雪水与冰水别再取用，尽量维护生态。印度的茶叶制作也可以提供合作，与福建联系即可。渠道现成的。 2舟山·岱山县 收起全文d
朝暮与卿,5809528924,04月14日 22:49,HUAWEI P30,,,,,,#任豪这是在干什么##任豪回应#, 这是脑子进核废水了吗？精神迷幻到以为你是神仙，画一个巨大金钟罩就能罩住福岛？宁就是巴黎圣母院在逃圣母吗？ ​
九月渝州城,5867766033,04月14日 22:49,OPPO R15 梦镜版,,1,,5,,#更大的罩子#,不知廉耻之徒，如此慷国家与国民之慨，那就用大罩子先把你个脑瘫罩起来送去日本喝够核废水方显我大国之风，读书的重要性又再一次得到印证。 ​
gj1934467867,3539228130,04月14日 22:49,华为手机,,,,1,,#赵立坚说请日本官员先喝核废水#,对啊，没问题的话，日本官员喝起来，喝个3个月，我们先看看，实践是检验真理的唯一标准啊 ​
给你一个螺旋丸,6519443961,04月14日 22:49,华为手机 畅享玩不停,,,,1,,-,往大海排放核废水就是灭人类的种全人类要行动起来阻止这件事！！核废水～海洋～蒸发下雨～陆地～所有地球生物～变异或者死亡 ​
归依happy,1783277601,04月14日 22:49,肖战顺顺利利,,,,,,#五问日本核污水排放入海##赵立坚说请日本官员先喝核废水# #日本政府正式决定福岛核废水排海#, 如果真的排放。首先日本先污染。水，植物，活物。是要放弃日本产品了。以后不敢用，心里怕怕的。一想到核污水排入大海，所有国家的海产品不能吃。最可怕的是江湖海都是连通的，会不会后来把淡水也污染了，导致所有的水都有问题，植物，人，都离不开水。经过长时间的饮用，以后基因会不会突变。癌症高发。想想就是生化危机。为了生态环境，坚决抵制排放。 收起全文d
安庆新闻网微博,3513859023,04月14日 22:49,360安全浏览器,,,,,,-,拉全世界买单 日本一意孤行排核废水入海O拉全世界买单 日本一意孤行排核废水入海 ​
MONEWANG,5999174919,04月14日 22:49,HUAWEI Mate 30 5G,,,1,1,,#任豪回应##脱粉#,说真的 希望各大公司能给艺人上上党史思政课 什么思修马原毛概重新学起来每天学习强国每周一青年大学习也都别落下但凡rh多学点文化知识 也不至于急着要喝核废水 ​ldn 你懂我意思吗 ​
大阴阳师大彬,6731379877,04月14日 22:49,Redmi 7,,,,,,#西方媒体这一次却沉默了##日本政府正式决定福岛核废水排海#, 额日本不一直都是搞正经正经的证明没事做个样子看🐴 ？ ​
长_安安安,2407302682,04月14日 22:49,Android,,,,,,-,本来核废水就一肚子火 👊🏻 人类公敌 ​
战神yuqi,6867777368,04月14日 22:49,iPhone X,,,,1,,#任豪回应#, 任豪：没人比我更懂核废水 ​
和笙笙笙笙,5848891716,04月14日 17:19,微博视频号,,,,,,#赵立坚说请日本官员先喝核废水#】#日本副首相称喝处理核废水没事#,【，赵立坚：那请他喝了再说！ L央视新闻的微博视频 ​
一只保护废物阿奔,3686523825,04月14日 21:56,iPhone X,,,,,,-,保护环境人人有责晚安 ​
朱甜甜真的甜,5441889503,04月14日 17:00,微博 weibo.com,,,,,,#赵立坚称海洋不是日本的垃圾桶#，#太平洋不是日本的下水道#,！ ​
DEWEYKKL,1562552494,04月14日 22:48,微博 weibo.com,,,,,,-,想不清楚，为什么美国和国际原子能机构会同意日本核废水排入太平洋，这个是全世界都跟着被恶心的啊。思考片刻，猜想是私下里日本答应把本土窝藏的近50吨钚还给美国了么? ​
是一条咸鱼干呀w,5579744957,04月14日 15:43,阴间iPhone客户端,,2,,,,#日本政府正式决定福岛核废水排海#, 涂一张 ​
叫宋人头啊,5431890143,04月14日 22:48,荣耀8青春版 颜值担当,,,,2,,#赵立坚说请日本官员先喝核废水#,说的对美国同意的话一起干杯吧 ​
鬓边风华,7210690596,04月14日 22:48,中国超话,,,,,,#五问日本核污水排放入海#自2011年日本福岛核泄漏之后已经10年了，今年4月13日，日本政府正式决定向海洋排放福岛第一核电站核废水。德国海洋科学研究机构指出，日核废水排放57天内污染半个太平洋，#日核废水排放3年后美加将受污染#。137万吨核污水排放入海#文在寅欲起诉日本核污水入海#：或就污染提起索赔。4月14日， 韩国总统文在寅寻求就日本核污水入海决定提起国际诉讼。他要求官员们研究，如何将日本向海洋排放福岛核电站污水的决定提交国际海洋法法庭，包括起诉的方式、暂禁日本排污的临时措施。 #赵立坚说请日本官员先喝核废水# ，因为#日本副首相称喝处理核废水没事#,中国，赵立坚：那请他喝了再说！ 太平洋不是日本的下水道，不能一倒了之。 收起全文d
新浪看点,1778758223,04月14日 22:48,社会综合 · 视频社区,,2,1,3,,#日本大叔讲核废水排海危害#】#日本大叔称稀释浓度是欺骗#,【海洋不仅仅是日本单独拥有的，而是都连接在一起。如果核废水污染公海的话，那就是全球的问题；日本政府所说的稀释没有任何意义，排放入海还会在海里稀释，（稀释浓度）是欺骗，和糊弄不懂核辐射的老百姓的说辞而已；“风评被害”是用来形容毫无根据的事情，核废水入海不是“风评被害”，而是“实际危害”。（人民日报国际）L人民网的微博视频 收起全文d
王源ZHONGGUO,1653172041,04月14日 22:48,微博视频号,,,,,,-,他们这么耐核，就再送给他们5颗原子弹，让他们彻底核一下。7.6 Tl:/ “喝处理核废水没啥事”？那你先干一杯吧！；ΔΔXyYDWeuJth8ΔΔ答鐦Dou音搜索 L王源ZHONGGUO的微博视频 ​
Savior-_,5369765165,04月14日 22:48,Android,,,,,,#日本政府正式决定福岛核废水排海#,快点停下来吧... ​
balabala吐槽号,1600456611,04月13日 18:30,微博 weibo.com,,,,,,#哆啦A梦懂的道理日本政府却不懂#↓↓↓#日本核废水#,网友说， ​
kylin大邪帝,5852696028,04月14日 19:14,朱广权超话,,,,,,#日本核废水入海对中国有何影响#,【20210414.共同关注】朱广权权说一波还未平息，一波又来侵袭，深深太平洋底深深伤心，日本核废水入海后，太平洋面临的不只是伤心，更是荼毒，最终地球上的五大洋都将难逃毒害。 L权拳出品的微博视频 ​
杨明仪,3939958102,04月14日 12:26,爱国者Android,,,,,,#日本副首相称喝处理核废水没事##狗粮已认领#, 排放核废水介事儿，不仅国外的日本人使了劲，国内的“日本人”也没闲着，这小地板洗得溜光，果真是拿钱就好办事儿呀。 L军部六哥的微博视频 ​
芋泥大脑袋,6425092693,04月14日 22:48,Android,,,,,,#赵立坚说请日本官员先喝核废水#是吧，外交部和脚盆副首相脚盆媒体刚了这么久，结果被个没脑子的反插一刀，憨批言论还被小日本搬去外网讽刺嘲笑打中国的脸，牛吧，牛拉了，任豪太郎有些人就是缺脑又缺德，生物多样性诚不欺我#任豪回应#, ​
梦想变成现实需要几步,6740823514,04月14日 17:19,微博视频号,,,,,,#赵立坚说请日本官员先喝核废水#】#日本副首相称喝处理核废水没事#,【，赵立坚：那请他喝了再说！ L央视新闻的微博视频 ​
梁翊芳律师,2542236313,04月14日 22:01,微博 weibo.com,,,,,,#王志文力挺任豪#,前营人王志文力挺任豪，还表示是出于好意的话语，之后又删掉了微博 ​
巴特飞不起,66242122,04月14日 22:48,vivo X50 Pro+,,,,,,#日本核废水入海对中国有何影响#,日本人民好可怜，有这么黑心反智反人类的政府。全世界其他国家的人民更可怜，无妄之灾。是不是该开始储存生活必需品了？通往未来的隧道看不到光明，人类的未来一片漆黑甚至更黑了。如果某人想洗白，就趁日本还没开始实施想出一个完美的解决方案吧！绝佳的洗白和千古流芳的机会呀！ 收起全文d
荔枝气泡水__,2914699885,04月14日 22:48,iPhone客户端,,,,,,-,海洋里面的生物太可怜了既然说对身体没有影响 那日本人自己把核废水喝完啊 ​
颜映的dream,1741251034,04月14日 22:48,一加 9 Pro｜哈苏影像,,,,,,-,希望王志文与任豪退出娱乐圈我不说滚已经很客气了 退出娱乐圈后每人每天喝四五十斤核废水 ​
·Savior·,5650966134,04月14日 22:48,够快才畅快vivo X6,,,,,,-,真是又蠢又坏阴间蠢货一个一边享受着国家社会安定带来的内🐠环境，吃着偶像福利，一边发表着脑残言论装什么圣父心肠，这没个几十吨核废水长不出这种脑子 ​
洪-鱼,6389680713,04月14日 22:48,小米11,,,,,,#赵立坚说请日本官员先喝核废水#,任豪说他先干为敬 2东莞 ​
流浪的喵看世界,5650565775,04月14日 17:19,微博视频号,,,,,,#赵立坚说请日本官员先喝核废水#】#日本副首相称喝处理核废水没事#,【，赵立坚：那请他喝了再说！ L央视新闻的微博视频 ​
何舟渡我20170,7241687361,04月14日 07:59,微博视频号,,,,,,#日本副首相称喝处理核废水没事#,【 日本网友：你先喝】日本政府正式决定将福岛核废水排放入海，针对日本副首相兼财务大臣麻生太郎称“处理过的核废水喝了也没什么问题”，有日本网友愤怒发帖：“如果你真的这么想的话，那你先喝吧！”有网友指出，“东京电力公司说没地放储水罐的理由是骗人的，他们只是不想为一个没用的核电站再花钱了吧！” L央视新闻的微博视频 收起全文d
是甜美系呀77,6107986038,04月14日 22:48,荣耀 Play4T,,,,,,#王志文力挺任豪#,两个煞笔玩意都去日本喝核废水吧 ​
白敬亭今天找到铁举了吗,5545915041,04月14日 22:48,iPhone XR,,,,,,#赵立坚说请日本官员先喝核废水#, ​
满怀星河满眼皆你,5406649755,04月14日 22:47,微博 weibo.com,,2,1,3,,-,发布了头条文章：《日本这一决定，将拉全球人民“一起陪葬”》  O日本这一决定，将拉全球人民“一起陪葬” ​
幸运努力的六儿司令,6516680919,04月14日 22:48,iPhone客户端,,,,,,#日常吐槽#, 日本核废水这事儿 除了气愤外 第一个想法 这玩意儿倒海里 如果海里有沉睡的上万年古神兽 把它们惊醒了… ​
有钱大哥哥的老婆,5659692870,04月14日 22:48,OPPO Reno5 5G,,,,,,#赵立坚说请日本官员先喝核废水#,从去年疫情到现在的核废水，活的好艰难啊 ​
H你好阿i,7582452653,04月14日 22:48,OPPO Reno2 Z,,,,,,#学科大挑战##冲刺吧高考生# ​​​#日本副首相称喝处理核废水没事#高考学渣#高考倒计时#,日本核废水将排入大海，涵盖了哪些高考知识点？这篇文章帮你整理好了，高考生建议收藏慢慢看！ ​
Meow呜喵呜酱,3548369031,04月14日 22:48,iPhone,,,,,,#王志文力挺任豪#,这些太君们能不能赶紧去用核废水洗洗脑子啊？？？ ​
为什么用户名被人抢了2,7129986262,04月14日 17:51,iPhone 8 Plus,,,,,,-,这，这，这是什么意思？ ​
安顺市广播电视台,5613339033,04月14日 22:48,微博云剪,,,,,,#赵立坚说太平洋不是日本的下水道#【外交部：海洋不是日本的垃圾桶，太平洋也不是日本的下水道！】#日本核废水入海对中国有何影响#, 今天（14日）下午，在外交部举行的例行记者会上，有记者就日本政府决定以海洋排放方式处置福岛核电站事故核废水所引发的国际反应向发言人赵立坚提问。  赵立坚回应称，日本媒体称，日方排海工作预计两年后开始，将持续30年，拟排放核废水超过100万吨，排放数量之大，持续时间之长、涉及地域之广、风险等级之高前所未有。这里我想提出三个问题，希望日方回答。第一，日方真的听到了国内外的质疑和担忧吗？日本执政党一些议员表示，核废水应长期储存而非一排了之，现在做决定欠缺考虑。日本渔业协会发表抗议声明称，政府决定将给日本渔业带来沉重打击，绝对无法接受。昨天日本东京福岛等多地发生抗议游行，当地民众打出“海洋在哭泣，鱼类在哭泣，地球在哭泣”等标语。除了中国、韩国、俄罗斯、欧盟以外，311个环保团体向日方表示坚决反对。绿色和平组织、日本办公室气候与能源项目主任称，尽管日本有技术、有条件建造更多储存罐，却选择把核废水倾入太平洋。日方决定无视生态环境，完全是不正义的。第二，日方此举真的符合国际法吗？日方决定将开创严重核事故处理后废水向海洋排放的先例。日本是《联合国海洋法公约》缔约国，应当知道公约有关规定。根据公约，各国应采取一切必要措施，确保在其管辖或控制范围内的事件或活动所造成的污染，不致扩大到行使主权权利的区域之外。但由于洋流、量级、回游鱼类等因素，日本核废水排海将不可避免地造成跨境影响。根据《联合国海洋法公约》《及早通报核事故公约》《核安全公约》等，日本还需承担通知并充分协商环评监测、采取预防措施确保危险最小化、保障信息透明等国际义务，日方承担这些义务了吗？有人说，日方作出决定征得了美方的许可；我要强调的是，美国的许可不等于国际社会的许可，美国居然还对日方表示了感谢。既然美方重视环境问题，就应该切实负起责任，从维护海洋环境和人类健康安全出发，敦促日方以诚实、科学、负责任的态度，慎重对待福岛核电站事故核废水处置问题，而不是不分是非，不讲原则，采取双重标准。第三，日方拟排放的核废水真的符合国际标准吗？国际原子能机构专家组评估报告明确指出，福岛核电站现有经过处理的含氚废水中仍含有其他放射性核素。据东京电力公司统计，核废水中共含有62种放射性核素。2018年8月，环保人士经过分析东京电力公司发布的数据发现，处理后的核废水远远不止残留氚。其中，2017年度的核废水中有60次碘129严重超标，核废水中还存在锶90严重超标的问题。据媒体报道，加拿大已经在其西海岸的三文鱼身上检测到放射性元素。在美国夏威夷海域，放射物含量的水平已经达到先前的两倍。有关迹象都表明，日本福岛核污染可能已经扩散到北美地区。赵立坚强调：“海洋不是日本的垃圾桶，太平洋也不是日本的下水道！日方处理核废水，不应让全世界买单。”至于你提到的日本个别官员称这些水喝了也没事，请他喝了再说。日本水俣病殷鉴不远，当地受害民众的伤痛还未抚平。日方不应忘却历史悲剧，更不应揣着明白装糊涂。我们强烈敦促日方认清自身责任，秉持科学态度，履行国际义务，对国际社会、周边国家以及本国国民的严重关切作出应有回应。日方应重新审视福岛核电站核废水处置问题，在同各利益攸关国家和国际原子能机构充分协商并达成一致之前，不得擅自启动排海。中方保留进一步作出反应的权利。 ​ L海客新闻的秒拍视频 收起全文d
刹那永恒0121,6414963217,04月14日 22:48,iPhone客户端,,,,,,#赵立坚说请日本官员先喝核废水#,人家确实已经喝了啊，瞧这发言，无懈可击…… ​
叫铁甲小宝吧显得勇猛一点,2738020653,04月14日 17:19,微博视频号,,,,,,#赵立坚说请日本官员先喝核废水#】#日本副首相称喝处理核废水没事#,【，赵立坚：那请他喝了再说！ L央视新闻的微博视频 ​
大公報-大公網,1895431523,04月14日 19:50,微博 weibo.com,,9,1,9,,#日本核废水# #日本副首相称喝处理核废水没事#,两年后的微博热搜预定：太平洋怪谈（一字不差）O因為日本，「我」變成了一隻怪物  O因为日本，“我”变成了一只怪物 ​
子墨小叶,6654130701,04月14日 22:48,微博搜索,,,,,,#赵立坚说请日本官员先喝核废水#,是的 ​
月光铁十字,1660705135,04月14日 22:48,nova5Pro人像超级夜景,,,,,,#日本政府正式决定福岛核废水排海#, 电车问题升级版“你”快要渴死了，这时在你面前只有一瓶恒河水和一瓶福岛水，“你”会怎么选择？ ​
每天计划督促自己,6180980615,04月14日 20:06,iPhone 12,,,,,,-,【投稿】这咋就厌女又厌男了 ​
恬醉_,5529279440,04月14日 22:48,熬夜是小狗Android,,,5,0,,#王志文力挺任豪#,脑子不清醒的圣母批就应该闭上嘴啊 凭什么张嘴就慷中国人之慨去援助啊让中国人去之前不如这两位有识之士身先士卒一天两升核废水下肚生物过滤一下再排到太平洋发挥一下人道主义光辉吧，很难吗？ ​
欢欢Liu0620,2429167384,04月14日 22:48,iPhone客户端,,,,,,#日本副首相说核废水处理后能喝#,既然能喝，你们还往海里排个🔨？自己内部喝了还能解决饮用水资源问题 ​
华山怪侠03,5505942589,04月14日 22:09,微博 weibo.com,,,,,,-,"从2011年福岛核泄漏事件开始，美国食品和药物管理局FDA就和日本政府协商对相关地区进口食品发布进口警告⚠️ 《日本产品因放射性核污染未经检查而被扣 Detention Without Physical Examination of Products from Japan Due to Radionuclide Contamination》最新公告指示：各部门不经检查，就可以扣留来自Fukushima, Aomori, Chiba, Gumna, Ibaraki, Iwate, Miyagi, Nagano, Niigata, Saitama Shizuoka, Tochigi, Yamagata and Yamanashi 这些地区公司的食品。进口警告范围根据日方信息及双方协商逐步缩小。公告称，FDA和日本政府将继续合作，以确保受灾地区的产品不会对美国消费者构成健康风险。 FDA将继续监测由于放射性核污染引起的公共健康风险。FDA在4月12号发布了最新公告：O网页链接FDA在3月4号发布也曾更新公告：公告原文及食品清单链接：O网页链接 收起全文d"
而我们都不必多说,6827170648,04月14日 18:32,iPhone客户端,,,,,,-,下届日本首相选举没任豪我第一个不服气 ​
爱学习的穆云,6573253951,04月14日 22:48,nova 5i Pro,,,,,,#日本核废水入海对中国有何影响##和我们有什么关系#, 如果我在此环境中不能得到理解，我会保持缄默，但这并不代表着我不关心，我不再发言，因为在此我无法出声，而非我麻木。不要问丧钟为谁而鸣，它就为你而鸣。 ​
sr努力,6206501909,04月14日 22:01,微博 weibo.com,,,,,,#王志文力挺任豪#,前营人王志文力挺任豪，还表示是出于好意的话语，之后又删掉了微博 ​
岁岁子念,6087630119,04月14日 17:19,微博视频号,,,,,,#赵立坚说请日本官员先喝核废水#】#日本副首相称喝处理核废水没事#,【，赵立坚：那请他喝了再说！ L央视新闻的微博视频 ​
亓璞,5812897203,04月14日 22:48,nova 5z,,,,2,,#赵立坚说请日本官员先喝核废水#,可以直接打么，这种恶心的国家为什么要存在 ​
不管温饱的老蒯,6084261507,04月14日 18:12,华为手机 畅享玩不停,,,,,,-,任豪针对日本福岛核废水的发言，希望中国帮忙。这是在干什么？？？ ​
程一鸣家的纯粹,6716780217,04月14日 22:48,HUAWEI P40 Pro 5G,,,,,,#赵立坚说请日本官员先喝核废水#,请日本首相先喝！ ​
安庆新闻网微博,3513859023,04月14日 22:48,360安全浏览器,,,,,,-,新闻1+1丨日本核废水入海，“核”试吗？合适吗？O新闻1+1丨日本核废水入海，“核”试吗？合适吗？ ​
看我菜姬carry全场,6871339227,04月14日 22:48,iPhone客户端,,,,2,,#王志文力挺任豪##任豪回应#, 这两人脑子里装的是核废水吗但凡读过点书都不会说出这么智障的言论 ​​​
种花家的蓝领兔,5528324631,04月14日 11:23,新版微博 weibo.com,,,,1,,#日本副首相称喝处理核废水没事##如何看待日本福岛核废水排海#,吉林一号卫星于2021年04月08日拍摄的福岛第一核电站卫星影像，长光卫星遥感工程师通过AI算法，识别到厂区存在42种不同直径和高度的储存罐，累计总数量为1182个，可累计存储体积为1780397.809立方米，可累计存贮重量大约178万吨。 ​
霖儿athena,2546966304,2020年11月07日 13:59,微博视频号,,,,,,#日本东电工作人员称核废水稀释后能喝#,【日媒：】日本拟将福岛核污水排放入海在日本国内也引发强烈反对。据日媒报道，日本首相菅义伟9月26日在视察福岛第一核电站时，曾向工作人员询问，处理后的核废水能否饮用。核电站工作人员回应称，如果稀释的话就可以喝，但菅义伟最后并未饮用。L央视网快看的微博视频 收起全文d
万里松声入耳,7316228937,04月14日 22:48,realme X2 6400万鹰眼,,,,,,#任豪回应#, 无语，道德绑架到国家了，还很自豪。听说这个发言已经被搬到日网了，那么“善良”的话，你直接退出娱乐圈，现在学还来得及，入日本籍给他们处理核废水去吧。 ​
喂瞌睡鱼,3282693491,04月14日 22:48,Android,,,,,,#任豪回应#,我的天哪。能不能把这帮支持日本排放核废水的家伙打包扔到福岛去。支持排放的自己去喝稀释的废水，支持罩子的自己去建罩子。这样，一满足了这帮站在道德制高点的“国际主义精神”，成全他们当英雄。二稍微解决了一点废水，虽然少，但聊胜于无。三国家满足了部分国民的个人需求。四，反对者们耳根子也能清净清净。皆大欢喜 收起全文d
阿游不在,7327585093,04月14日 22:48,iPhone 8 Plus,,,,,,#任豪#,建议率先喝完核废水再来商议 ​
海外阿Q,2675602984,04月14日 22:48,HUAWEI Mate 20 Pro,,,2,6,,#赵立坚说请日本官员先喝核废水##日本副首相称喝处理核废水没事#,，大郎（麻生太郎），早点把药（核废水）喝了 ​
寸头小猫咪,5842638378,04月14日 18:45,麦芒 9 5G,,1,,,,#任豪呼吁大家一起守护地球#,守护地球，更加无条件支持祖国的每一个决定🇨🇳 ​
用户玺玺i,7337054145,04月14日 17:19,微博视频号,,,,,,#赵立坚说请日本官员先喝核废水#】#日本副首相称喝处理核废水没事#,【，赵立坚：那请他喝了再说！ L央视新闻的微博视频 ​
一颗快乐的小白菜er,7502724684,04月14日 22:47,Android,,,,,,#任豪回应#,光说不做假把式，去日本把那核废水给喝了，那你这才是真爱地球！ ​
小宋yaya,7553372230,04月14日 22:47,iPad mini,,,,,,#王志文力挺任豪#,多读书吧，多读书吧，多读书吧。这难道就是喝核废水cp？建议直接去医院，没个十年脑血栓干不出来这样的事。学学说话吧求求 ​
石喔噢喔噢,7200086441,04月14日 22:47,Android,,,,,,#任豪回应#,都tm在阻止日本倒核废水你却在“倒吧倒吧，中国会给你处理的”?????????????你哪来的脸?嗯? ​
一定要去见俊俊一次,7424705055,04月14日 22:47,真我V3 5G,,,,,,#赵立坚说请日本官员先喝核废水#,多喝点 ​
迷失者山风,3806879290,04月14日 22:47,哔哩哔哩,,,1,,,#哔哩哔哩动画#,日本政府决定福岛核废水直接排入大海！断子绝孙，祸害全人类、福岛核事故的来龙去脉 O日本政府决定福岛核废水直接排入大海！断子绝孙，祸害全人类、福岛核事故的来龙去脉 ​
星夜寻梦旅,7297132169,04月14日 22:47,❄️✨ Android,,,,1,,#赵立坚说请日本官员先喝核废水#,既然你觉得可以喝那能多喝点吗？喝的越多才能真正证明没有任何事情呦 ​
趣儿虫,3305518605,04月14日 22:47,微博国际版,,,,5,,#赵立坚说请日本官员先喝核废水#  中国有部分蛆可能也愿意去尝尝味道，不过那些蛆喝了就别回来了，谁知道会不会变异成什么了不得的大蛆。（ps：能乱绑架国家的，你先绑绑自己吧；pps：蛆，对不起，我知道我辱蛆了）#任豪回应#, ​
在殷府被你烧掉的纸元宝,6924611346,04月14日 18:54,拯救者电竞手机Pro,,,,,,-,抱歉，此微博已被作者删除。查看帮助：O网页链接
哦呼仙人,5136457420,04月14日 17:19,微博视频号,,,,,,#赵立坚说请日本官员先喝核废水#】#日本副首相称喝处理核废水没事#,【，赵立坚：那请他喝了再说！ L央视新闻的微博视频 ​
瑞萧裕,5898343787,04月14日 22:47,荣耀30 5G,,,,,,#赵立坚说请日本官员先喝核废水#,支持咱的外交发言人的话那就请日本首相先示范吧 ​
用户信小呆锦鲤Oooo,6507956694,04月14日 09:50,微博视频号,,,,,,#V光计划#,【逸语道破：核废水入海危及全球，还有人给日本政府做“文宣”？】日本政府想省事，东电想省钱，但即便日本政府对国际原子能机构影响巨大，他们也根本没有为日本政府开通行证。我们国内的部分自媒体哪里来的自信给日本政府“开绿灯”？说日本核废水安全的“公关稿”请不要再发了。 L沈逸的微博视频 收起全文d
bx-Mas-Venus,6607144603,04月14日 17:19,微博视频号,,,,,,#赵立坚说请日本官员先喝核废水#】#日本副首相称喝处理核废水没事#,【，赵立坚：那请他喝了再说！ L央视新闻的微博视频 ​
瑾肴,6570440245,04月14日 22:47,林楠笙老婆Android,,,,,,#赵立坚说请日本官员先喝核废水#,日本官员指定脑子有问题 ​
平头不卷浮,6306443529,04月14日 22:47,OnePlus 7 Pro,,,,,,-,日本人这么会玩，一人一点核废水喝掉不行么 ​
真不靠谱啊BJ,3179248003,04月14日 22:47,微博问答,,,,,@陶短房,-,我围观了@陶短房 的回答，该问题价值29.99元，围观仅1元，快来一起围观~ O微博问答 ​
exo---perfume,3206441874,04月14日 22:47,真我V5 闪充奥利给,,,1,0,,#王志文力挺任豪#,建议让日本政府官员和任豪王志文还有精日分子一起喝“无污染喝了没有问题的”核废水。 ​
喜欢吃鸡腿呀,7186406142,04月14日 22:47,nova4自拍极点全面屏,,,,,,#赵立坚说请日本官员先喝核废水#,喝！！！给我喝大杯的！！！艹！！小日本什么时候亡国啊 ​
隐身piu-,2129558673,04月14日 22:01,微博 weibo.com,,,,,,#王志文力挺任豪#,前营人王志文力挺任豪，还表示是出于好意的话语，之后又删掉了微博 ​
封璟公子,7344898062,04月14日 22:47,荣耀20i,,,,,,#任豪回应#好家伙…这大哥怎么回事？？？#赵立坚说请日本官员先喝核废水#, 跟国家对着干也是离谱…我当初怎么就一时眼拙给他投了票了呢………回去把九年义务教育学好再吱声吧… ​
