博主,id,时间,来源,收藏,转发,评论,点赞,艾特,标签,内容
加减乘除畅,6324570235,04月13日 22:55,HUAWEI P30 Pro,,,,4,,#日本政府正式决定福岛核废水排海##美国支持日本福岛污水入海决定#, 谁来借我一个百慕大三角一个投日本首相府邸一个投白宫核污染废水从上流流出，下流直接灌溉到这俩地让他们DNARNA疯狂电离端粒全部ko蛋白质mmd失活细胞皱缩屁股长到脸上放屁自己鼻子能闻到屎味最好能保持这种状态长命百岁 2南京·东南大学(九龙湖校区) 收起全文d
Dobbyyyyyy,5012190370,04月13日 22:55,iPhone客户端,,,2,3,,#福岛核废水57天可废掉半个太平洋#,我海洋遥感专业研究生第一个表示不同意🙅 ​
吃喝玩乐嗨IN广州,2064035831,04月13日 22:55,iPhone客户端,,,1,2,,#日本首相拒绝饮用稀释后的核废水#】2020年9月26日，日本首相菅义伟视察福岛第一核电站。他问“处理后的核废水能否饮用”，工作人员回应“如果稀释就可以喝”，菅义伟双手接过水瓶但最终没有喝下去。#日本首相没有喝稀释后的核废水#,【日本核废水能喝吗？ L小央视频的微博视频 ​​​
絮雨酥烟,1135781447,04月13日 17:59,微博 weibo.com,,,,,,#日本核废水排入海洋影响有多大#【四问日本核废水排放入海！】#关注日本福岛核污水排放#, 日本选择的排水方案给出的理由是，含有62种放射性物质的ALPS处理水在排放前将再次进行ALPS处理，处理前约72%超标的核污染水经过二次ALPS处理，除氚以外，其他各类放射性物质的浓度总和将低于法定的排放限制值。对目前暂无有效方法清除的氚，将把其浓度稀释到1500Bq/L（法定告知浓度为60000Bq/L）后排放入海，而且会把每年排放量的上限控制在氚22万亿Bq内。按照这种排放规模，排放海域的辐射强度不会超过日本规定的1mSv/年法定值。单从数值上看，日本政府探讨中的这一方案，氚的排放量并不高，但是福岛县的许多团体及市民依然高声反对，诟病不已，主要有这么几方面的原因。处理水只是氚超标？如何证明排放污水做到了这一点？污水罐真的没有地方可以再建了吗？氚对人体的危害真的小吗？该如何预防氚的辐射损害？戳下图了解↓↓（科技日报记者 陈超，设计：杨凯） 收起全文d
Little小森,5767627468,04月13日 22:55,小米CC9,,,,,,#福岛核废水57天可废掉半个太平洋#,岛国人民没有游街反抗吗，这是人做的事吗，不是自取灭亡吗。。。希望这事能妥善处理 ​
五道沟视点,2611305817,04月13日 22:55,五道沟超话,,,2,2,,#赵立坚说日本不能将福岛核废水一倒了之#,面对疯了的美帝，狂了的日本，还有什么不能的？ ​
娱乐新星历,6635421530,04月13日 22:55,Android,,,,,,#福岛核废水57天可废掉半个太平洋#,日本快灭国吧，还世界一个清净 ​
庞亚辉感悟营销,1497305883,04月13日 22:55,iPhone客户端,,,,1,@凤凰新闻客户端,#凤凰新闻#,【国际原子能机构总干事对日本核废水排放入海决定表示“欢迎”】【环球网报道】国际原子能机构(IAEA)刚刚在推特上发文，称该机构总干事格罗西对“日本宣布决定如何处理在福岛第一核电站中储存的核废水”的声明表示欢迎。格罗西还说...O国际原子能机构总干事对日本核废水排放入海决定表示“欢迎”来自@凤凰新闻客户端 ​
中国路网,3267315877,04月13日 22:55,微博视频号,,,,,,#中国路网##路路知多少# 【#赵立坚说日本不能将福岛核废水一倒了之#】今天的外交部例行记者会上，赵立坚答记者问时表示：“福岛第一核电站发生了最高等级的核事故，其产生的废水同正常运行的核电站废水完全是两回事，否则这些年日方也没必要用罐子把这些水严密封装起来。”同时，#赵立坚向日媒列举各方对核废水入海意见#,并强调：对于这些权威机构和专家的意见，日方应予以诚实回应，而不能充耳不闻，更不能罔顾国际公共利益，将福岛核废水往海里一倒了之。（总台央视记者申杨 张熙）L央视新闻的微博视频 收起全文d
于震澴,1269182502,04月13日 22:55,百度App,,,,,,-,《突发！日本正式决定：福岛核废水将排向大海！科学家的“推演图”让人害怕，海鲜还能放心吃吗？》据人民日报客户端报道，日本政府4月13日早上召开相关阁僚会议，正式决定向海洋排放福岛第一核电站含有对海洋环境有害的核废水。O网页链接 ​
李现在我被窝里,1795196521,04月13日 22:55,李现宝宝Android,,,1,0,,#福岛核废水57天可废掉半个太平洋#,有小节无大义的国家 ​
方方唐唐1999,1317421182,04月13日 22:55,新浪新闻客户端,,,,,,#赵立坚说日本不能将福岛核废水一倒了之#】 #跟新浪看热点#,我在看：【【新浪热榜】 O新浪新闻圈子：赵立坚说日本不能将福岛核废水一倒了之 ​
夏日恋啵序曲,6340153058,04月13日 22:55,TFBOYSAndroid,,,,,,#日本核废水#,放过世界，放过人类，也放过你们自己吧... ​
井底的老蟾蜍,7395006015,04月13日 19:46,HUAWEI P30 Pro,,,,,,#V光计划#,日本副首相兼财政部长麻生太郎今天信口开河，声称日本福岛核电站的核废水比中韩核电站废水的氚浓度还低，“喝了也没啥事”。好啊，就请他麻生太郎带头喝一个月福岛的核废水，日本阁僚也都跟着一起喝，那样最能够证明那些核废水是干净达标的。而且我就纳闷了，那么干净的水排到大海里多可惜，就做成瓶装水在日本全境销售不是挺好的吗？他麻生太郎应该做这个建议啊。至少也把它们在日本搞成一个人工湖，麻生太郎和日本阁僚周末经常带家人去划划小船，不也挺好吗？ 麻生太郎别光嘴硬，希望与他一起支持向海洋排放核废水的日本阁僚来点真的，以安天下之心。  收起全文d
心火燃烧_,5525905944,04月13日 22:55,华为P9手机摄影再突破,,,1,,,-,推上日本🇯🇵 排放核废水标签下面吵翻天了部分日本人叫屈  中韩则是口绽芬芳 ​
咸_西瓜,6358580374,04月13日 22:55,Share微博客户端,,,,,,#日本核废水#,日本政府能不能做个人 ​
InAsnowhere_0203,6775037409,04月13日 22:55,HUAWEI nova 3,,,,,,-,和朋友讨论日本核电站排放废水的事情。她觉得难过而气愤，感叹环境之糟糕。我甚至有些麻木。从澳洲大火到燃烧的亚马逊雨林。每年都是“史上最热年”，南北极的的海冰都在融化 。大批的国际会议，条约，宣言，很多最后只变成了扯皮。很多时候环境保护甚至变成了某种工具，被用于其他的宣传目的，无论是支持环保还是反对环保。一些“环境友好”的举措并没有真的环境友好。比如蚂蚁森林种树。外卖点“无需餐具”会有绿色能量，但很多商家都会继续提供一次性餐具。kfc麦当劳里就算你选择堂食，也经常会给你外包装的纸袋。我甚至觉得有些“绿色”是满足消费者个人的良心需求，让大家能够消费的没有那么内疚，包括我自己这个自称“环保”很多年的人。我也更喜欢便捷的生活方式，接受很多一次性的制品，也会点外卖，坐飞机，而且经历了更好的物质条件之后不太愿意回到低物质条件中去。趋向更高的生活水平是人之常情，同时也加剧环境的负担——那么，出路在哪里？新的技术能够更清洁，更便利，并且快速跟上社会需求吗？会不会千万年后，新的智慧生物考证我们的化石，将我们所生活的时代定义为“物种大灭绝”？ 收起全文d
clearjw,7546370440,04月13日 18:54,HUAWEI nova 3,,,,,,#如何看待日本政府正式决定福岛核废水排海# ？【#赵立坚说日本不能将福岛核废水一倒了之#】今天的外交部例行记者会上，赵立坚答记者问时表示：“福岛第一核电站发生了最高等级的核事故，其产生的废水同正常运行的核电站废水完全是两回事，否则这些年日方也没必要用罐子把这些水严密封装起来。”同时，#赵立坚向日媒列举各方对核废水入海意见#,你并强调：对于这些权威机构和专家的意见，日方应予以诚实回应，而不能充耳不闻，更不能罔顾国际公共利益，将福岛核废水往海里一倒了之。（央视新闻） 你如何看待日本政府决定福岛核废水排入海洋？ 收起全文d
山西运城反邪教,2801088387,04月13日 18:06,无邪君的Android,,,,,,#外交部回应美方支持日本核废水入海#,美称日本排核废水似乎符合全球安全标准，赵立坚双引号手势回应：希望美国对环境问题的重视不要被打上引号。（人民日报） L中国反邪教的微博视频 ​
西南科大经济管理学院,7538466426,04月13日 22:55,OPPO A91,,,,,,#经心为你推#,日本政府13日召开内阁会议正式决定，福岛第一核电站核污水经过滤并稀释后将排入大海。      赵立坚说，日本福岛核事故是迄今为止全球发生的最为严重的核事故之一，事故造成大量放射性物质泄漏，对海洋环境、食品安全和人类健康已经产生深远影响。妥善处置福岛核电站废水问题关系到国际公共利益和周边国家切身利益，理应慎重妥善把握，确保在各有关方共同参与下，有效避免对海洋环境、食品安全和人类健康带来进一步损害。目前国际舆论对日方拟决定核废水排海高度关注，普遍表示质疑和反对。日本国内也有不少强烈反对意见。我注意到日方经常要求他国履行国际责任，现在国际社会都在看着日方，日方不能视而不见、听而不闻。此事关系重大，日方应对国际公共利益负责，这也是对本国民众利益负责。为维护国际公共利益和中国人民健康安全，中方已通过外交渠道向日方表明严重关切，要求日方切实以负责任的态度，审慎对待福岛核电站核废水处置问题。      国际原子能机构总干事格罗西12日在会见中国常驻维也纳联合国代表王群时，就日本政府拟决定将福岛核电站有害废水排海事表示，机构注意到各方对此事的关切，理解此事正受到全球关注，愿以公正、客观、科学的方式积极推进机构对此的评估和监督工作。在此过程中，机构愿与各利益攸关方加强沟通。当前，应努力避免此事进一步危害海洋环境、食品安全和人类健康。      王群表示，对日本拟决定核废水排海事，中国外交部发言人今天就此表达了关切。中方支持国际原子能机构在评估和监督方面发挥重要作用。同时，作为周边国家，中国与其他所有利益相关国理应参与机构评估和监督。 收起全文d
北白川鹿见,5835940928,04月13日 22:44,●REC  Android,,,,,,-,我完全理解了( ﾟA。) ​
看到这你要开心哦,7103015455,04月13日 22:55,海信智能手机,,,,,,#福岛核废水57天可废掉半个太平洋#,裂开 ​
戎川D,2937297665,04月13日 22:55,Samsung Galaxy S8+,,,,1,,#日本核污水57天将污染半个太平洋##日本政府正式决定福岛核废水排海#,如果日本向大海倾倒核废水，海洋是什么样的存在？我怎么那么想日他本人 ​
山西运城反邪教,2801088387,04月13日 18:44,无邪君的Android,,,,,,#赵立坚说日本不能将福岛核废水一倒了之#,赵立坚：日方不能罔顾国际公共利益，将福岛核废水往海里一倒了之！（新华每日电讯） L中国反邪教的微博视频 ​
庄哇塞Tanya,7417891213,04月13日 22:55,iPhone客户端,,,,,,#如何看待日本福岛核废水排海#,小日本活该被打，真的是不怕有哥斯拉？这东西美国佬不插一句就亏了，稀释后能喝宁咋不先干两桶下去啊，相比于全球温室效应碳减排，这个核污染可能是目前最应该解决的事，这种神操作能造福几代人？活该它小日本经历过要灭亡的时刻 2泉州·惠安县 ​
傲游周章,5873582335,04月13日 22:54,微博视频号,,1,1,,,#海霞批美日同流合污祸害别国#：刷低下限！】日本决定将福岛核废水排入太平洋，美国居然表示支持。如此同流合污，真是刷低下限！#网友提议将日本核废水运到美国#储存和处理，毕竟日本称没地方储存，美国又说核废水符合安全标准。运费也不是很贵，这样岂不正好成人之“美”？最后说一句：太平洋不是美日两国间的内海，其他国家不容你俩祸害！#主播说联播#,【 L央视新闻的微博视频 收起全文d
熙瑄瑄,6033577745,04月13日 22:54,iPhone客户端,,,,,,#福岛核废水57天可废掉半个太平洋#,… ​
禾火2982257,5255031436,04月13日 22:54,微博极速版,,,,,,#福岛核废水57天可废掉半个太平洋#, 日本人👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻 ​
新浪山东头条,1870549587,04月13日 22:54,iPhone客户端,,,,4,,#福岛核废水57天可废掉半个太平洋#】#日本核废水入海危害有多大#,【研究机构计算结果显示，？一家来自德国的研究机构计算结果显示，从排放日起，57天内放射性物质就将扩散至太平洋大半区域，3年后美国和加拿大就将遭核污染影响。同时，核废水对海洋环境、渔业资源、食品安全和人类健康将产生重大影响。 L环球资讯的微博视频 收起全文d
w王遍天下,2846263240,04月13日 22:54,OPPO随光而变R17,,,,1,,#日本政府正式决定福岛核废水排海#,怎么的，他们是嫌自己命活太长，还是死的不够快？人死的不够多？ ​
非常想喝奶茶,5589677203,04月13日 18:24,HUAWEI Mate30 Pro 5G,,,,,,-,对了 我没记错的话当年毛子证明没问题是能源部部长亲自去水里游泳然后还活到90几的，日本和精日不亲自喝几口核废水然后直播游泳，你们说破天也真的没有说服力诶，大家说对吧 大家说为什么日本那个谁就是不敢喝呢 ​
春路丝雨_q6a,1376681771,04月13日 22:54,iPhone客户端,,,,,"@酷狗音乐）,你也来听听吧!",-,"我正在听小阿枫的歌曲《伤心太平洋》（来自@酷狗音乐）,你也来听听吧! K伤心太平洋 日本决定倾倒核废水后 ​"
月半好运永相随,1787987091,04月13日 22:54,iPhone客户端,,,,1,,#日本政府正式决定福岛核废水排海#,人类之癌 ​
石景山游乐园扛把子,3376870372,04月13日 22:54,扛把子的Android,,,,,,#福岛核废水57天可废掉半个太平洋#,小🇯🇵敢排就原子弹警告吧反正小🇯🇵想和世界同归于尽就送他归西 ​
心有猛虎细嗅蔷薇中,3258090445,04月13日 22:54,HUAWEI Mate 20 Pro,,,2,2,,-,日本把核废水排入大海虽然我不值得细节，到这绝对是以邻为壑，是人类的灾难，没想到满嘴仁义道德、看起来接受西方文明熏陶的小日本，居然如此无耻，让人大跌眼镜，海水循环57天就可以流转到全世界，以后海鲜还能吃么？美国居然无耻的完全支持，美国海岸线很短么 ​
我的狗叫鲁班,6050204329,04月13日 22:54,红米Note7 4800万相机,,,,,,#日本核废水入海决定引发多方抗议#,连犀牛都知道要挖坑，不像它直接往大海里面排。 ​
小崔同学Melissa,1868383273,04月13日 16:33,微博视频号,,,1,,,#赵立坚说日本不能将福岛核废水一倒了之#】今天的外交部例行记者会上，赵立坚答记者问时表示：“福岛第一核电站发生了最高等级的核事故，其产生的废水同正常运行的核电站废水完全是两回事，否则这些年日方也没必要用罐子把这些水严密封装起来。”同时，#赵立坚向日媒列举各方对核废水入海意见#,【并强调：对于这些权威机构和专家的意见，日方应予以诚实回应，而不能充耳不闻，更不能罔顾国际公共利益，将福岛核废水往海里一倒了之。（总台央视记者申杨 张熙）L央视新闻的微博视频 收起全文d
龙女甄贞57,3773807741,04月13日 22:54,微博 weibo.com,,,,,,#日本核废水排海后海鲜能放心吃吗##重启之极海听雷#, ​
上海宝山发布,2719969734,04月13日 22:54,iPhone客户端,,,,1,,#福岛核废水57天可废掉半个太平洋#】#日本核废水入海危害有多大#,【研究机构计算结果显示，？一家来自德国的研究机构计算结果显示，从排放日起，57天内放射性物质就将扩散至太平洋大半区域，3年后美国和加拿大就将遭核污染影响。同时，核废水对海洋环境、渔业资源、食品安全和人类健康将产生重大影响。 L环球资讯的微博视频 收起全文d
燕赵都市报,1738004582,04月13日 22:54,微博视频号,,5,5,5,,#海霞批美日同流合污祸害别国#：刷低下限！】日本决定将福岛核废水排入太平洋，美国居然表示支持。如此同流合污，真是刷低下限！#网友提议将日本核废水运到美国#储存和处理，毕竟日本称没地方储存，美国又说核废水符合安全标准。运费也不是很贵，这样岂不正好成人之“美”？最后说一句：太平洋不是美日两国间的内海，其他国家不容你俩祸害！#主播说联播#,【 L央视新闻的微博视频 收起全文d
是SusanTing吖,6879635260,04月13日 19:25,微博 weibo.com,,,,,,#多方表态反对日本核废水入海#】日本政府正式决定向海洋排放福岛第一核电站核废水。绿色和平组织核专家提醒，日核废水所含碳14在数千年内都存在危险，并可能造成基因损害。核废水处置问题事关国际海洋环境、食品安全和人类健康，各方严重关切↓↓#专家提醒日核废水可能造成基因损害#,【反对一倒了之！ ​
美国侨报网视频,3658778684,04月13日 22:54,微博视频号,,,,,,#突发美国#】赵立坚评福岛核废水将倒入大海：日本不负责任 美国应保持公正中国外交部发言人赵立坚4月13日表示，中国敦促日本考虑全球对其向海洋倾倒高危核废水的决定的关切。今天早些时候，日本政府宣布，决定将福岛核电站的核废水排放到海洋中。针对这一决定，赵立坚在例行新闻发布会上表示，福岛核电站的废水与正常运行的核设施排放的废水有很大区别，不能混为一谈。中方敦促日方重视权威机构就此问题提出的科学意见。此外，针对美方支持日本政府将2011年福岛核事故核废水排入大海的决定，赵立坚表示，中方希望美方在环境问题上保持公正，不要有偏袒某一方的不公平偏见。#赵立坚说日本不能将福岛核废水一倒了之# #赵立坚敦促美国在环境问题上保持公正##日本政府正式决定福岛核废水排海# #日本核污水57天将污染半个太平洋# #美国支持日本福岛污水入海决定# #日本核废水排入海洋影响有多大#,【 L美国侨报网视频的微博视频 收起全文d
其後我為此生愛恨拔足狂奔,1240824710,04月13日 22:54,iPhone客户端,,,1,,,-,一想到核废水，我就只想说人生苦短。。及时行乐。。。十几年后甚至几年后的生活都不好说，想好好地过完一辈子真难呀 ​
全网重点,6926438705,04月13日 22:54,人工智能处理,,,,,,-,热点汇总(22时)1、【深圳拟探索推进十二年免费教育】(149.9万)2、【你别笑了！小伙陷泥坑报警狂笑逗乐接警员】(59.73万)3、【研究机构计算结果显示，福岛核废水57天可废掉半个太平洋】(56.22万)全文 O网页链接 ​
我爱邓佳敏,1787353123,04月12日 16:14,iPhone客户端,,,,,,#美国佛州227万吨有毒废水泄露#事件】2021年4月2日，美国佛罗里达州马纳提县的一个含放射性污染物质的污水池（磷酸盐加工厂的蓄水池）发生严重泄漏，污水池建筑随时可能崩塌，美国佛罗里达州州长罗恩·德桑蒂斯（Ron DeSantis）宣布该县进入紧急状态，部分居民已经被迫紧急撤离居住地🏠。周围高速公路也处于禁行状态。目前相关部门正在现场处理情况。对比吉林一号高分02星2021年2月15日和2021年4月8日拍摄的卫星影像，可以看出蓄水池有明显变化，并且污水已经漫延至周围区域。通过对比蓄水池泄漏前后局部放大卫星影像，可以发现在蓄水池泄漏后，水面面积明显减少。现场有多个车辆🚗正在进行事故处理。#卫星目击全球新闻事件##吉林一号卫星#,【卫星目击 收起全文d
栀待日晞,6673277904,04月13日 22:54,小米8 屏幕指纹版,,,,,,#日本政府正式决定福岛核废水排海#,小日子过的还不错的日本人真是关于人的事情一点都不做 ​
你怎么撒敷敷的-,6423005214,04月13日 17:22,微博视频号,,,,,,#福岛核废水57天可废掉半个太平洋#】#日本核废水入海危害有多大#,【研究机构计算结果显示，？一家来自德国的研究机构计算结果显示，从排放日起，57天内放射性物质就将扩散至太平洋大半区域，3年后美国和加拿大就将遭核污染影响。同时，核废水对海洋环境、渔业资源、食品安全和人类健康将产生重大影响。 L环球资讯的微博视频 收起全文d
白上白77,6260341790,04月13日 22:54,Redmi K30 Pro 真旗舰,,,,,,#日本政府正式决定福岛核废水排海#,大自然母亲赶紧灭了这个不孝子 ​
独行骑士·Lwf,6316344897,04月13日 22:54,人民日报客户端,,,,,,-,核废水排海！80秒看日本的“任性而为”O网页链接 ​
杨杨杨Youngggg,6495244167,04月13日 22:54,Android,,,,,,#如何看待日本福岛核废水排海#, 真的就尼玛无语，果然不是人 ​
张弓CN,3622483581,04月13日 21:11,微博 weibo.com,,,,,,-,【东电排放核污水前将多次检测 发现异常紧急暂停】东京电力公司公布的福岛第一核电站处理水排放入海的方法草案机制为多次检测放射性物质活度，最终用海水大幅稀释后排放入海。除事先再次净化高活度污水外，还将设置阀门，检测出异常时将紧急暂停。提出在注意安全的同时推进排放。O网页链接 ​
上帝之鹰_5zn,1647486362,04月13日 22:54,微博 weibo.com,,9,6,8,,#日本政府正式决定福岛核废水排海#, 奥特曼的台词，比现在的日本政府强多了 ​
鲁提鞋,1898602313,04月13日 22:54,微博 weibo.com,,,,,,#日本政府正式决定福岛核废水排海#,【日本政府本周将召开内阁会议，讨论如何对排放核废水进行美化宣传】在决定将核废水排放入海之后，日本政府本周就将召开会议推进相关措施，而重点议题则是在应对“形象受损”。根据共同社4月13日晚间的报道称，“今后包括东电 在内，形象受损对策的具体化将成当务之急。”而日本首相菅义伟则明确表示：“政府将……采取一切措施消除负面影响。”报道说，这次内阁会议为抑制负面影响将主要探讨的内容包括三项，其中两项涉及应对所谓的“形象受损”。共同社说报道说，日本政府的基本方针还表明，若有必要进行赔偿，政府将指导东电采取“灵活应对。”鉴于日本政府在过去涉及慰安妇、掳掠劳工等战争赔偿中的表现，所谓“灵活应对”恐怕又是百般抵赖的另一种说法。 收起全文d
军机不可泄露,2356166212,04月13日 22:54,吃点好的吧Android,,1,9,2,,#福岛核废水57天可废掉半个太平洋#,脚盆鸡日常：两年后：真的非常抱歉！（鞠躬）🙇二十年后：这是前人做的事，雨我无瓜！五十年后：有这事儿？！ ​
毕竟也不是什么聪明脑袋,5336255302,04月13日 17:22,微博视频号,,,,,,#福岛核废水57天可废掉半个太平洋#】#日本核废水入海危害有多大#,【研究机构计算结果显示，？一家来自德国的研究机构计算结果显示，从排放日起，57天内放射性物质就将扩散至太平洋大半区域，3年后美国和加拿大就将遭核污染影响。同时，核废水对海洋环境、渔业资源、食品安全和人类健康将产生重大影响。 L环球资讯的微博视频 收起全文d
西瓜猫_想休息,1681217252,04月13日 10:39,微博视频号,,,,,,#日本政府正式决定福岛核废水排海#,然而，日本首相菅义伟曾拒绝饮用“经过稀释后能喝”的核废水。 L共青团中央的微博视频 ​​​
我的狗叫鲁班,6050204329,04月13日 22:54,红米Note7 4800万相机,,,,,,#日本核废水入海危害有多大#,连犀牛都知道要挖坑，不像它直接往大海里面排。 ​
Winn-Dixie,6341544298,04月13日 22:54,iPhone X,,,,,,#日本政府正式决定福岛核废水排海#, 所以网络骂声一片，还是那么干了，没有别的处理方式了吗？是因为耗费大量人力财力所以选择倒入海洋吗，有没有科普的。 ​
不是个仁,2053604194,04月13日 22:54,微博 HTML5 版,,,,,,-,日本是铁了心加入美帝阵营了，且在之后它必将极尽所能的破坏recp，必极尽所能的拉拢东南亚诸国加入对抗中国的阵营。这次核废水事件，中国要管，要好好的管，要把日本朝死里整！让他的投名状交不成，还要让周边的国家知道，想投靠美帝，后果你们承受不起！ ​
bbffhjjjj,6519769376,04月13日 22:54,iPhone 11,,,1,1,,#如何看待日本福岛核废水排海#, 而我们什么都阻止不了 2宁波 ​
鲨鱼我的最爱A8023,7532990654,04月13日 22:54,前后2000万 OPPO R11s,,,,,,#福岛核废水57天可废掉半个太平洋#,日本是不是有病 ​
呼儿嗨右,1413299570,04月13日 22:54,HUAWEI P30 Pro,,,,,,-,必须与日本的做法针锋相对。如果日本胆敢排放核废水，中国就将大批量排放浓度低于日本排放浓度的核废水。几万倍地排放！同时中国应该建议联合国成立由太平洋沿岸国家组成的核查小组，定期核查日本核废水是否有偷排现象。既然日本宣称福岛核电站核废水低于排放标准，那就让日本在本土陆地上排放好了，别祸害全世界。福岛核电站核废水一直在增加，其实就是日本一直在抽太平洋干净的海水稀释已有的储存核废水，所以才会储量爆满。 收起全文d
一枚军粉,6203200278,04月13日 09:35,iPhone X Android,,3,,5,,#日本政府正式决定福岛核废水排海#, “稀释以后就没那么危险啦。”“日本的技术肯定可以达到排放标准的！”不用掰扯这么复杂，就一个标准，排放之前让同意排放的日本官员排队每人喝一口，喝了我就没意见。“那个是海水怎么能喝呢？”您看好了，是日本人自己说能喝的，还当场要给首相喝，首相十动然拒没喝。我小时候看的鸡汤文可说的是日本人检查小便池马桶是否洗干净的标准就是要洗的人自己喝一口的。洗的人自己喝一口，对吧。   L中国警方在线的微博视频 ​ 收起全文d
上工的视角,5887918107,04月13日 22:54,iPhone,,,,,,#福岛核废水57天可废掉半个太平洋#, 这个结果就是亚洲的海鲜市场全被毁了？！ 这完全是损人不利己的事啊！ ​
昙花一现雨及时_568,1101255927,04月13日 17:22,微博视频号,,,,,,#福岛核废水57天可废掉半个太平洋#】#日本核废水入海危害有多大#,【研究机构计算结果显示，？一家来自德国的研究机构计算结果显示，从排放日起，57天内放射性物质就将扩散至太平洋大半区域，3年后美国和加拿大就将遭核污染影响。同时，核废水对海洋环境、渔业资源、食品安全和人类健康将产生重大影响。 L环球资讯的微博视频 收起全文d
天池山下的娃,1593802732,04月13日 22:54,HUAWEI Mate 40,,,,,,-,大家记住这一天，日本政府、美国政府、西方媒体丑恶的嘴脸，日本政府说什么存储已达上限，就这一点点蓝色区域就达上限了，还有大片的红色区域可以用来存储核废水，为什么不用，怕钱花的太多，还是别有用心。自己犯错，让他人来一起承担，脸都不要了。真想让你从地球消失，我们来接管你这个岛屿，解放善良的日本人民，对地球负责。美国政府你这个爸爸当的好，儿子犯错你都支持，离我们国家近，离你远，你就无所谓吗，打压我们，让全地球遭殃，你这个地球老大死了算了。西方媒体集体失声，怎么不深入报道一下福岛事件呢。你们双标的也太没有底线了。 收起全文d
一只小波尔er,5599751444,04月13日 22:54,iPhone 12 Pro Max,,,4,2,,#福岛核废水57天可废掉半个太平洋#,我太好奇了？？日本人自己不害怕吗？？？无语子 ​
幻想雨一直在999,5847520269,04月13日 22:54,iPhone客户端,,,,1,,#泰禾北京院子二期停工烂尾##多地楼盘烂尾##如何看待日本福岛核废水排海##房地产# 恭喜#泰禾集团#,房地产 ，继凤凰电视台、凤凰周刊、中央电视台之后，荣登人民日报！希望有越来越多的良心媒体为业主发声，为人民发声，为正义发声！泰禾北京欺人太甚，上周五开始的谈判到今天还是没有给说法，正说明泰禾一切都是表演和敷衍，根本没有诚意推动复工，斗争到现在，思路也更加清晰，只有依靠北京市人民政府，托管给市属国企代为管理，保证项目资金安全和封闭运行这一条路！业主们已经被泰禾逼到绝境，必须要奋起反抗，奋斗半辈子，凭什么被泰禾“收割”？买的又是在首都北京五证齐全的商品房，我们相信中国有法律，我们相信正义必定战胜邪恶！『北京院子业主“驻扎”泰禾公馆维权，房地产阵痛期如何度过』O网页链接 收起全文d
KINGJOY_,7487124005,04月13日 22:54,Redmi 10X 全芯超越,,,,,,#如何看待日本福岛核废水排海#,自己活腻了 ​
月球,1631446241,04月13日 22:54,分享按钮,,,,,,-,将核废水排入大海，日本真担得起这责任吗？ O将核废水排入大海，日本真担得起这责任吗？ ​
漍煒,1887669860,04月13日 14:16,微博 weibo.com,,,,,@美国驻华大使馆,#美国支持日本福岛污水入海决定# #布林肯感谢日本#,3月22日，@美国驻华大使馆 ：水很重要，水是生命之源，美国努力让每个社区都得到清洁的水4月13日， ​
所以你又是谁呢,5504164442,04月13日 22:54,iPhone客户端,,,,,,#日本政府正式决定福岛核废水排海#,这人舔小日本舔好努力好耶 微信好友即刻减一 ​
一心一意要上岸,6578018058,04月13日 22:54,vivo智能手机,,,,,,#日本政府正式决定福岛核废水排海#,"简单的说，海底的生物怎么办，海洋生物最后因核原因造成基因变异…我的老天，是想让我们提前享受""末日生活""？一个错误的想法导致未来不知道多少年才能去降低核污染，这明显很不明智。况且，对于日本本国渔民生活也会造成影响，就算日本政府继续渔民们补助，但是谁知道会到什么时候为止。日本本国主打食物大多涉及海鲜类，难道后面日本全国改吃中国大米？对人而言，这明显对人类基因有害吧。二战时期的事情都忘了吗？这就是""明知山有虎，偏向虎山行""。 收起全文d"
河南财经政法大学团委,2506916227,04月13日 10:24,微博 weibo.com,,,,,,#日本核废水排入海洋影响有多大#,【】福岛核电站放射性废水主要有三个来源，反应堆原有的冷却剂、事故后为持续冷却堆芯而新注入的水、大量渗入反应堆的地下水及雨水等。东京电力共准备了约1000个储水罐，目前9成已装满。所有储水设施的总容量约为137万吨，预计到2022年秋季达到极限。日本政府决定向海洋排放的福岛核电站废水，是经处理后的废水。但这些废水中依然含有氚、锶、铯、碘等放射性核素。专家表示，福岛大量废水向太平洋排放后，必将导致放射性核素在排放点附近海域的海洋沉积物和海洋生物中富集，部分核素将随洋流等向其他海域迁移、扩散。O网页链接 收起全文d
toutoude玺huanni,7089438596,04月13日 22:53,小米Max2 大屏大电量,,,,,,#赵立坚说日本不能将福岛核废水一倒了之#,iPad ​
我是路人乙whj,5926666275,04月13日 22:53,nova6 自拍大不一样,,,,,,#福岛核废水57天可废掉半个太平洋#, ​
祺祺Yukee,5478300991,04月13日 22:53,HUAWEI Mate 10 Pro,,,,,,#福岛核废水57天可废掉半个太平洋#,捕鲸不够 还要灭了海洋，还是人吗？？ ​
星儿喝醉了,5199456958,04月13日 22:53,iPhone客户端,,,,,,#福岛核废水57天可废掉半个太平洋#,日本政府真是“人才”，这么恶毒的事也能想得出来，损人也不利己，他们民众也挺抗议的 ​
今夜白月,3292866463,04月13日 22:53,iPhone客户端,,,1,1,,-,核废水排放。。。想想就很恐怖 ​
